Text,Date,label
Future told Indian exchanges this month it was unable to pay 35 billion rupees ($470 million) it owed to its lenders on Dec. 31,20-01-2022,Negative
"What will make Paytm be the go to app for 1:1 payments for you? Give me feedback as a product manager and user. TIA, Vijay Shekhar Sharma said.",20-01-2022,Neutral
"In its latest letter on January 19, 2022, Amazon said it has become aware from certain media sources that FRL is proposing to sell its small format stores, comprising the Easyday and Heritage Fresh brands.",20-01-2022,Neutral
"Now it's easier than ever to identify and block crypto bros, as Twitter starts rolling out NFT profile picture support on iOS.",20-01-2022,Positive
"In an exchange filing, the bank said, ""This is to inform you that Ms. Rama Bijapurkar, Independent Director, vide letter dated January 20, 2022, received by the Bank at its Corporate Office today, has tendered her resignation from the Board of the Bank with effect from January 23, 2022.""",21-01-2022,Neutral
"The Hero XPulse 200 4V can be booked at company's online sales platform - eSHOP at an initial token amount of Rs 10,000.",21-01-2022,Neutral
"On January 19, Amazon had written to the independent directors of FRL reiterating its willingness to assist the Mumbai-based company in addressing its financial concerns",21-01-2022,Neutral
"Its revenue from operations was up at Rs 296.47 crore, up to several folds during the quarter under review as against Rs 14.88 crore in the corresponding quarter last fiscal.",21-01-2022,Positive
"Every crypto investor wishes the coin they are holding will soon experience the bull run. There are many factors that contribute to bullish crypto, and not very many projects have been able to achieve and maintain it for a longer time. When will the bull run for these cryptocurrencies start?",21-01-2022,Neutral
"Elon Musk, the CEO of Tesla, is not pleased with Twitter's new non-fungible token (NFT) integration. Musk lambasted Twitter in a Friday morning tweet for d",21-01-2022,Negative
"Intel announced it is spending an initial $20 billion on a semiconductor ""mega-site"" in Ohio, the company's latest bid to recapture its place as the world's top",21-01-2022,Neutral
"Ashneer Grover, Peeyush Bansal, Aman Gupta, Namita Thapar, Anupam Mittal, Ghazal Alagh, Vineeta Singh, Shark Tank India judges and their net worth.",21-01-2022,Neutral
Czech automaker Skoda has announced that the production of new Skoda Slavia midsize sedan has already started in India.,21-01-2022,Neutral
"The Central Bank of Russia has started to examine the operations of Russian banks with cryptocurrency exchangers, according to local media.",21-01-2022,Neutral
Banks in Russia are preparing to dive into the pilot phase of the digital ruble project and start testing transactions with the currency.,22-01-2022,Neutral
"A robot vacuum cleaner at a hotel in the United Kingdom 'escaped' during working hours, somehow giving the staff a slip.",22-01-2022,Neutral
"The company opened the bookings for the Carens on the 14th of January and the model has garnered 7,738 bookings in just the first day of reservations.",22-01-2022,Neutral
"Skoda and Volkswagen have removed auto-folding outside rearview mirrors from Kushaq and Taigun. This has been done for all the variants. So, even if you opt for the top-spec variant, you will have to manually fold the outside rearview mirrors. The reason behind this is the global shortage of semiconductors as Zac Hollis, Director of Sales, Service, and Marketing of Skoda Auto India confirmed.",22-01-2022,Negative
"Tata Motors is now looking towards a very optimistic future and is planning to produce more than 50,000 electric vehicles in 2022 with new car launches",22-01-2022,Positive
"This credit card is currently exclusively available to LIC agents, members, and policyholders.",22-01-2022,Neutral
"On a standalone basis, the profit jumped 77 per cent to Rs 266.43 crore in the quarter under review.",22-01-2022,Positive
"Tata Tiago CNG has its competition from Hyundai Santro CNG, Maruti Wagon R CNG and Maruti Celerio CNG in India.",22-01-2022,Neutral
"Solana, here we go again",23-01-2022,Neutral
The solution will likely be used first to enable digital payments under ₹200 in rural areas,23-01-2022,Neutral
Crypto market participants everywhere are watching the market crash with keen guarded interest. In a recent survey conducted among Chinese crypto investors,23-01-2022,Neutral
Robust box office collections from big-budget films supported the comeback of multiplex companies,23-01-2022,Positive
"Last quarter, RIL’s retail arm, Reliance Retail Ventures Ltd (RRVL) acquired a 52% equity stake in Ritika Pvt. Ltd, which owns Ritu Kumar, Label Ritu Kumar, RI Ritu Kumar, aarké, and Ritu Kumar Home and Living",23-01-2022,Neutral
"The recent development in the crypto industry has seen a massive shift in the crypto communities. This article features why ShibaInu, Dogecoin and other cryptocurrency communities are joining Bitgert and Centcex",23-01-2022,Neutral
"The crypto market crashed in the third week of 2022, with most coins dropping by a huge percentage. This article features latest updates on cryptocurrencies like Bitcoin, Ethereum, Bitgert, Centcex, and more",23-01-2022,Neutral
Good Glamm will invest an additional ₹75 crore in growing the brand. The transaction marks the foray of Good Glamm Group in the organic BPC category,23-01-2022,Positive
RIL’s December quarter results were marked by a sharp rebound in the retail business.A sore point for RIL was the fall in net subscriber additions in Reliance Jio due to SIM consolidation.Disruptions owing to the rise in covid cases could adversely impact retail business of RIL in Q4,23-01-2022,Negative
"Ayaansh Kumar might be only 22-months-old, but that did not stop him from accidentally ordering furniture worth $2,000 (Rs 1.4 lakh) online.",23-01-2022,Neutral
"Unilever PLC plans to slash thousands of management positions across its operations, a source familiar with the matter said on Monday.",24-01-2022,Neutral
"""The first Googlers in the space will be in our Cloud Product Engineering, Technical Support and Global Delivery Center organizations. These teams will hel",24-01-2022,Neutral
Raise Financial Services has raised $22 million in its Series A round led by BEENEXT and Mirae Asset Venture Investments.,24-01-2022,Neutral
The Air India cabin crew union has objected to a new rule that mandates Body Mass Index (BMI) and weight checks for cre members prior to boarding a flight.,24-01-2022,Neutral
"In the corresponding quarter last year, the bank posted a net profit of Rs 1,116.6 crore. CNBC-TV18 Polls had predicted a profit of Rs 3,185 crore for the quarter under review.",24-01-2022,Neutral
Yamaha has introduced new colour variants of Yamaha FZS 25 in India. Now the total colour options available for the Yamaha FZS 25 are five.,24-01-2022,Neutral
"Stocks came off Monday’s lows amid a flood of trading activity, with investors still seeking safety in Treasuries as the specter of a Federal Reserve policy mistake and mounting geopolitical tensions roiled markets around the globe",24-01-2022,Negative
IIT Guwahati researchers have developed a new 3D printing technology that can decrease concrete usage by 75%.,24-01-2022,Neutral
"In the near term, credit growth and asset quality remain key monitorables owing to covid disruptions",24-01-2022,Negative
"The largest cryptocurrency was last down 5.4 percent at $34,310 after earlier dropping to $32,951, its lowest price since July 23, taking losses from its all-time high of $69,000 hit in November past 50 percent.",24-01-2022,Negative
"If planning to make some good investment in the crypto market, one of the critical things to get right is the crypto project. The best crypto to buy has an impressive project that can disrupt the crypto industry. The list in the article contains some of the best cryptocurrencies of 2022",25-01-2022,Neutral
Higher-than-expected power and fuel costs weighed on earnings performance of Ramco Cements,25-01-2022,Negative
"Currently, six Adani group companies are listed on domestic bourses. Apart from Adani Enterprises, other listed ones are Adani Transmission, Adani Green Energy, Adani Power, Adani Total Gas, and Adani Ports and Special Economic Zone.",25-01-2022,Neutral
"All of the 11 major S&P 500 sectors declined in early trading, with eight of them down more than 2% each",25-01-2022,Negative
The International Monetary Fund (IMF) has issued a recommendation to El Salvador on using Bitcoin as a legal tender. According to the global financial inst,25-01-2022,Neutral
